"","stage","time2","time1","temp2","transfer","temp1","province","generation","block","cup","sex","time2d","time2.orig"
"L2.20C1...1","L2",7.20833333333333,3.75,20,TRUE,10,"AB","F1",36,1,"M",6.20833333333333,7.20833333333333
"L2.20C2...2","L2",5.16666666666667,3.75,20,TRUE,10,"AB","F1",36,2,"M",4.16666666666667,5.16666666666667
"L2.20C3...3","L2",7.20833333333333,3.75,20,TRUE,10,"AB","F1",36,3,"M",6.20833333333333,7.20833333333333
"L2.20C4...4","L2",4.20833333333333,3.75,20,TRUE,10,"AB","F1",36,4,"M",3.20833333333333,4.20833333333333
"L2.20C5...5","L2",5.16666666666667,3.75,20,TRUE,10,"AB","F1",36,5,"M",4.16666666666667,5.16666666666667
"L2.20C6...6","L2",5.16666666666667,3.75,20,TRUE,10,"AB","F1",36,6,"M",4.16666666666667,5.16666666666667
"L2.20C7...7","L2",4.20833333333333,3.75,20,TRUE,10,"AB","F1",36,7,"F",3.20833333333333,4.20833333333333
"L2.20C8...8","L2",7.20833333333333,3.75,20,TRUE,10,"AB","F1",36,8,"M",6.20833333333333,7.20833333333333
"L2.20C9...9","L2",4.20833333333333,3.75,20,TRUE,10,"AB","F1",36,9,"M",3.20833333333333,4.20833333333333
"L2.20C10...10","L2",5.16666666666667,3.75,20,TRUE,10,"AB","F1",36,10,"M",4.16666666666667,5.16666666666667
"L2.20C11...11","L2",7.20833333333333,3.75,20,TRUE,10,"AB","F1",36,11,"M",6.20833333333333,7.20833333333333
"L2.20C12...12","L2",6.16666666666667,3.75,20,TRUE,10,"AB","F1",36,12,"F",5.16666666666667,6.16666666666667
"L2.20C13...13","L2",6.16666666666667,3.75,20,TRUE,10,"AB","F1",36,13,"M",5.16666666666667,6.16666666666667
"L2.20C14...14","L2",6.16666666666667,3.75,20,TRUE,10,"AB","F1",36,14,"F",5.16666666666667,6.16666666666667
"L2.20C15...15","L2",5.16666666666667,3.75,20,TRUE,10,"AB","F1",36,15,"M",4.16666666666667,5.16666666666667
"L3.20C1...16","L3",4.08333333333333,7.79166666666667,20,TRUE,10,"AB","F1",37,1,"M",2.08333333333333,3.08333333333333
"L3.20C2...17","L3",3.25,7.79166666666667,20,TRUE,10,"AB","F1",37,2,"M",1.25,2.25
"L3.20C3...18","L3",4.08333333333333,7.79166666666667,20,TRUE,10,"AB","F1",37,3,"M",2.08333333333333,3.08333333333333
"L3.20C4...19","L3",3.125,7.75,20,TRUE,10,"AB","F1",37,4,"M",1.125,2.125
"L3.20C5...20","L3",4.20833333333333,7.79166666666667,20,TRUE,10,"AB","F1",37,5,"M",2.20833333333333,3.20833333333333
"L3.20C6...21","L3",3.25,7.79166666666667,20,TRUE,10,"AB","F1",37,6,"M",1.25,2.25
"L3.20C7...22","L3",3.125,7.75,20,TRUE,10,"AB","F1",37,7,"F",1.125,2.125
"L3.20C8...23","L3",5.04166666666667,7.79166666666667,20,TRUE,10,"AB","F1",37,8,"M",3.04166666666667,4.04166666666667
"L3.20C9...24","L3",3.125,7.75,20,TRUE,10,"AB","F1",37,9,"M",1.125,2.125
"L3.20C10...25","L3",3.25,7.79166666666667,20,TRUE,10,"AB","F1",37,10,"M",1.25,2.25
"L3.20C11...26","L3",4.08333333333333,7.79166666666667,20,TRUE,10,"AB","F1",37,11,"M",2.08333333333333,3.08333333333333
"L3.20C12...27","L3",4.08333333333333,7.79166666666667,20,TRUE,10,"AB","F1",37,12,"F",2.08333333333333,3.08333333333333
"L3.20C13...28","L3",2.25,7.79166666666667,20,TRUE,10,"AB","F1",37,13,"M",0.25,1.25
"L3.20C14...29","L3",4.08333333333333,7.79166666666667,20,TRUE,10,"AB","F1",37,14,"F",2.08333333333333,3.08333333333333
"L3.20C15...30","L3",3.25,7.79166666666667,20,TRUE,10,"AB","F1",37,15,"M",1.25,2.25
"L4.20C1...31","L4",3.95833333333333,6,20,TRUE,10,"AB","F1",38,1,"M",1.95833333333333,2.95833333333333
"L4.20C2...32","L4",3.08333333333333,5.79166666666667,20,TRUE,10,"AB","F1",38,2,"M",1.08333333333333,2.08333333333333
"L4.20C3...33","L4",2.95833333333333,6,20,TRUE,10,"AB","F1",38,3,"M",0.958333333333333,1.95833333333333
"L4.20C4...34","L4",4.125,5.875,20,TRUE,10,"AB","F1",38,4,"M",2.125,3.125
"L4.20C5...35","L4",3.20833333333333,5.79166666666667,20,TRUE,10,"AB","F1",38,5,"M",1.20833333333333,2.20833333333333
"L4.20C6...36","L4",3.08333333333333,5.79166666666667,20,TRUE,10,"AB","F1",38,6,"M",1.08333333333333,2.08333333333333
"L4.20C7...37","L4",4.125,5.875,20,TRUE,10,"AB","F1",38,7,"F",2.125,3.125
"L4.20C8...38","L4",5.125,5.91666666666667,20,TRUE,10,"AB","F1",38,8,"M",3.125,4.125
"L4.20C9...39","L4",3.20833333333333,5.875,20,TRUE,10,"AB","F1",38,9,"M",1.20833333333333,2.20833333333333
"L4.20C10...40","L4",4.16666666666667,5.79166666666667,20,TRUE,10,"AB","F1",38,10,"M",2.16666666666667,3.16666666666667
"L4.20C11...41","L4",3.95833333333333,6,20,TRUE,10,"AB","F1",38,11,"M",1.95833333333333,2.95833333333333
"L4.20C12...42","L4",4.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",38,12,"F",2.08333333333333,3.08333333333333
"L4.20C13...43","L4",4.16666666666667,5.79166666666667,20,TRUE,10,"AB","F1",38,13,"M",2.16666666666667,3.16666666666667
"L4.20C14...44","L4",4.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",38,14,"F",2.08333333333333,3.08333333333333
"L4.20C15...45","L4",3.08333333333333,5.79166666666667,20,TRUE,10,"AB","F1",38,15,"M",1.08333333333333,2.08333333333333
"L5.20C1...46","L5",5.04166666666667,5.95833333333333,20,TRUE,10,"AB","F1",39,1,"M",3.04166666666667,4.04166666666667
"L5.20C2...47","L5",3.95833333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,2,"M",1.95833333333333,2.95833333333333
"L5.20C3...48","L5",4.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,3,"M",2.08333333333333,3.08333333333333
"L5.20C4...49","L5",5.04166666666667,5.91666666666667,20,TRUE,10,"AB","F1",39,4,"M",3.04166666666667,4.04166666666667
"L5.20C5...50","L5",4.04166666666667,5.83333333333333,20,TRUE,10,"AB","F1",39,5,"M",2.04166666666667,3.04166666666667
"L5.20C6...51","L5",3.95833333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,6,"M",1.95833333333333,2.95833333333333
"L5.20C7...52","L5",5.04166666666667,5.91666666666667,20,TRUE,10,"AB","F1",39,7,"F",3.04166666666667,4.04166666666667
"L5.20C8...53","L5",6.08333333333333,5.95833333333333,20,TRUE,10,"AB","F1",39,8,"M",4.08333333333333,5.08333333333333
"L5.20C9...54","L5",8.08333333333333,5.79166666666667,20,TRUE,10,"AB","F1",39,9,"M",6.08333333333333,7.08333333333333
"L5.20C10...55","L5",4.04166666666667,5.83333333333333,20,TRUE,10,"AB","F1",39,10,"M",2.04166666666667,3.04166666666667
"L5.20C11...56","L5",4.04166666666667,5.95833333333333,20,TRUE,10,"AB","F1",39,11,"M",2.04166666666667,3.04166666666667
"L5.20C12...57","L5",5.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,12,"F",3.08333333333333,4.08333333333333
"L5.20C13...58","L5",2.95833333333333,5.83333333333333,20,TRUE,10,"AB","F1",39,13,"M",0.958333333333333,1.95833333333333
"L5.20C14...59","L5",4.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,14,"F",2.08333333333333,3.08333333333333
"L5.20C15...60","L5",3.95833333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,15,"M",1.95833333333333,2.95833333333333
"L6.20C1...61","L6",5.625,9.91666666666667,20,TRUE,10,"AB","F1",40,1,"M",3.625,4.625
"L6.20C2...62","L6",5.5,10.125,20,TRUE,10,"AB","F1",40,2,"M",3.5,4.5
"L6.20C3...63","L6",5.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,3,"M",3.58333333333333,4.58333333333333
"L6.20C4...64","L6",5.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,4,"M",3.58333333333333,4.58333333333333
"L6.20C5...65","L6",4.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,5,"M",2.58333333333333,3.58333333333333
"L6.20C6...66","L6",5.5,10.125,20,TRUE,10,"AB","F1",40,6,"M",3.5,4.5
"L6.20C7...67","L6",6.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,7,"F",4.58333333333333,5.58333333333333
"L6.20C8...68","L6",6.54166666666667,9.91666666666667,20,TRUE,10,"AB","F1",40,8,"M",4.54166666666667,5.54166666666667
"L6.20C9...69","L6",6.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,9,"M",4.58333333333333,5.58333333333333
"L6.20C10...70","L6",5.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,10,"M",3.58333333333333,4.58333333333333
"L6.20C11...71","L6",6.625,9.91666666666667,20,TRUE,10,"AB","F1",40,11,"M",4.625,5.625
"L6.20C12...72","L6",6.625,9.91666666666667,20,TRUE,10,"AB","F1",40,12,"F",4.625,5.625
"L6.20C13...73","L6",5.5,10.125,20,TRUE,10,"AB","F1",40,13,"M",3.5,4.5
"L6.20C14...74","L6",7.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,14,"F",5.58333333333333,6.58333333333333
"L6.20C15...75","L6",6.5,10.125,20,TRUE,10,"AB","F1",40,15,"M",4.5,5.5
"L21...76","L2",8,0,15,FALSE,15,"AB","F1",41,1,"M",7,8
"L22...77","L2",9,0,15,FALSE,15,"AB","F1",41,2,"M",8,9
"L23...78","L2",10,0,15,FALSE,15,"AB","F1",41,3,"F",9,10
"L24...79","L2",9,0,15,FALSE,15,"AB","F1",41,4,"F",8,9
"L25...80","L2",11,0,15,FALSE,15,"AB","F1",41,5,"F",10,11
"L26...81","L2",9,0,15,FALSE,15,"AB","F1",41,6,"M",8,9
"L27...82","L2",12,0,15,FALSE,15,"AB","F1",41,7,"F",11,12
"L28...83","L2",10,0,15,FALSE,15,"AB","F1",41,8,"F",9,10
"L29...84","L2",11,0,15,FALSE,15,"AB","F1",41,9,"F",10,11
"L210...85","L2",13,0,15,FALSE,15,"AB","F1",41,10,"F",12,13
"L211...86","L2",11,0,15,FALSE,15,"AB","F1",41,11,"F",10,11
"L212...87","L2",7,0,15,FALSE,15,"AB","F1",41,12,"M",6,7
"L213...88","L2",13,0,15,FALSE,15,"AB","F1",41,13,"M",12,13
"L214...89","L2",8,0,15,FALSE,15,"AB","F1",41,14,"F",7,8
"L215...90","L2",11,0,15,FALSE,15,"AB","F1",41,15,"F",10,11
"L216...91","L2",13,0,15,FALSE,15,"AB","F1",41,16,"M",12,13
"L217...92","L2",8,0,15,FALSE,15,"AB","F1",41,17,"F",7,8
"L218...93","L2",18,0,15,FALSE,15,"AB","F1",41,18,"F",17,18
"L219...94","L2",16,0,15,FALSE,15,"AB","F1",41,19,"F",15,16
"L220...95","L2",14,0,15,FALSE,15,"AB","F1",41,20,"F",13,14
"L221...96","L2",15,0,15,FALSE,15,"AB","F1",41,21,"M",14,15
"L222...97","L2",13,0,15,FALSE,15,"AB","F1",41,22,"F",12,13
"L223...98","L2",14,0,15,FALSE,15,"AB","F1",41,23,"M",13,14
"L224...99","L2",13,0,15,FALSE,15,"AB","F1",41,24,"F",12,13
"L225...100","L2",12,0,15,FALSE,15,"AB","F1",41,25,"M",11,12
"L226...101","L2",10,0,15,FALSE,15,"AB","F1",41,26,"M",9,10
"L227...102","L2",9,0,15,FALSE,15,"AB","F1",41,27,"F",8,9
"L228...103","L2",11,0,15,FALSE,15,"AB","F1",41,28,"F",10,11
"L229...104","L2",13,0,15,FALSE,15,"AB","F1",41,29,"F",12,13
"L230...105","L2",10,0,15,FALSE,15,"AB","F1",41,30,"M",9,10
"L231...106","L2",12,0,15,FALSE,15,"AB","F1",41,31,"M",11,12
"L232...107","L2",8,0,15,FALSE,15,"AB","F1",41,32,"F",7,8
"L233...108","L2",7,0,15,FALSE,15,"AB","F1",41,33,"F",6,7
"L234...109","L2",11,0,15,FALSE,15,"AB","F1",41,34,"F",10,11
"L31...110","L3",8,0,15,FALSE,15,"AB","F1",42,1,"M",6,7
"L32...111","L3",8,0,15,FALSE,15,"AB","F1",42,2,"M",6,7
"L33...112","L3",6,0,15,FALSE,15,"AB","F1",42,3,"F",4,5
"L34...113","L3",6,0,15,FALSE,15,"AB","F1",42,4,"F",4,5
"L35...114","L3",8,0,15,FALSE,15,"AB","F1",42,5,"F",6,7
"L36...115","L3",9,0,15,FALSE,15,"AB","F1",42,6,"M",7,8
"L37...116","L3",8,0,15,FALSE,15,"AB","F1",42,7,"F",6,7
"L38...117","L3",8,0,15,FALSE,15,"AB","F1",42,8,"F",6,7
"L39...118","L3",6,0,15,FALSE,15,"AB","F1",42,9,"F",4,5
"L310...119","L3",8,0,15,FALSE,15,"AB","F1",42,10,"F",6,7
"L311...120","L3",5,0,15,FALSE,15,"AB","F1",42,11,"F",3,4
"L312...121","L3",11,0,15,FALSE,15,"AB","F1",42,12,"M",9,10
"L313...122","L3",8,0,15,FALSE,15,"AB","F1",42,13,"M",6,7
"L314...123","L3",7,0,15,FALSE,15,"AB","F1",42,14,"F",5,6
"L315...124","L3",7,0,15,FALSE,15,"AB","F1",42,15,"F",5,6
"L316...125","L3",8,0,15,FALSE,15,"AB","F1",42,16,"M",6,7
"L317...126","L3",8,0,15,FALSE,15,"AB","F1",42,17,"F",6,7
"L318...127","L3",11,0,15,FALSE,15,"AB","F1",42,18,"F",9,10
"L319...128","L3",7,0,15,FALSE,15,"AB","F1",42,19,"F",5,6
"L320...129","L3",7,0,15,FALSE,15,"AB","F1",42,20,"F",5,6
"L321...130","L3",11,0,15,FALSE,15,"AB","F1",42,21,"M",9,10
"L322...131","L3",6,0,15,FALSE,15,"AB","F1",42,22,"F",4,5
"L323...132","L3",8,0,15,FALSE,15,"AB","F1",42,23,"M",6,7
"L324...133","L3",10,0,15,FALSE,15,"AB","F1",42,24,"F",8,9
"L325...134","L3",7,0,15,FALSE,15,"AB","F1",42,25,"M",5,6
"L326...135","L3",8,0,15,FALSE,15,"AB","F1",42,26,"M",6,7
"L327...136","L3",7,0,15,FALSE,15,"AB","F1",42,27,"F",5,6
"L328...137","L3",7,0,15,FALSE,15,"AB","F1",42,28,"F",5,6
"L329...138","L3",7,0,15,FALSE,15,"AB","F1",42,29,"F",5,6
"L330...139","L3",9,0,15,FALSE,15,"AB","F1",42,30,"M",7,8
"L331...140","L3",7,0,15,FALSE,15,"AB","F1",42,31,"M",5,6
"L332...141","L3",8,0,15,FALSE,15,"AB","F1",42,32,"F",6,7
"L333...142","L3",13,0,15,FALSE,15,"AB","F1",42,33,"F",11,12
"L334...143","L3",7,0,15,FALSE,15,"AB","F1",42,34,"F",5,6
"L41...144","L4",6,0,15,FALSE,15,"AB","F1",43,1,"M",4,5
"L42...145","L4",6,0,15,FALSE,15,"AB","F1",43,2,"M",4,5
"L43...146","L4",7,0,15,FALSE,15,"AB","F1",43,3,"F",5,6
"L44...147","L4",7,0,15,FALSE,15,"AB","F1",43,4,"F",5,6
"L45...148","L4",7,0,15,FALSE,15,"AB","F1",43,5,"F",5,6
"L46...149","L4",7,0,15,FALSE,15,"AB","F1",43,6,"M",5,6
"L47...150","L4",7,0,15,FALSE,15,"AB","F1",43,7,"F",5,6
"L48...151","L4",7,0,15,FALSE,15,"AB","F1",43,8,"F",5,6
"L49...152","L4",7,0,15,FALSE,15,"AB","F1",43,9,"F",5,6
"L410...153","L4",8,0,15,FALSE,15,"AB","F1",43,10,"F",6,7
"L411...154","L4",7,0,15,FALSE,15,"AB","F1",43,11,"F",5,6
"L412...155","L4",8,0,15,FALSE,15,"AB","F1",43,12,"M",6,7
"L413...156","L4",6,0,15,FALSE,15,"AB","F1",43,13,"M",4,5
"L414...157","L4",7,0,15,FALSE,15,"AB","F1",43,14,"F",5,6
"L415...158","L4",6,0,15,FALSE,15,"AB","F1",43,15,"F",4,5
"L416...159","L4",7,0,15,FALSE,15,"AB","F1",43,16,"M",5,6
"L417...160","L4",6,0,15,FALSE,15,"AB","F1",43,17,"F",4,5
"L418...161","L4",6,0,15,FALSE,15,"AB","F1",43,18,"F",4,5
"L419...162","L4",7,0,15,FALSE,15,"AB","F1",43,19,"F",5,6
"L420...163","L4",6,0,15,FALSE,15,"AB","F1",43,20,"F",4,5
"L421...164","L4",16,0,15,FALSE,15,"AB","F1",43,21,"M",14,15
"L422...165","L4",7,0,15,FALSE,15,"AB","F1",43,22,"F",5,6
"L423...166","L4",8,0,15,FALSE,15,"AB","F1",43,23,"M",6,7
"L424...167","L4",5,0,15,FALSE,15,"AB","F1",43,24,"F",3,4
"L425...168","L4",6,0,15,FALSE,15,"AB","F1",43,25,"M",4,5
"L426...169","L4",7,0,15,FALSE,15,"AB","F1",43,26,"M",5,6
"L427...170","L4",7,0,15,FALSE,15,"AB","F1",43,27,"F",5,6
"L428...171","L4",6,0,15,FALSE,15,"AB","F1",43,28,"F",4,5
"L429...172","L4",7,0,15,FALSE,15,"AB","F1",43,29,"F",5,6
"L430...173","L4",6,0,15,FALSE,15,"AB","F1",43,30,"M",4,5
"L431...174","L4",7,0,15,FALSE,15,"AB","F1",43,31,"M",5,6
"L432...175","L4",7,0,15,FALSE,15,"AB","F1",43,32,"F",5,6
"L433...176","L4",7,0,15,FALSE,15,"AB","F1",43,33,"F",5,6
"L434...177","L4",5,0,15,FALSE,15,"AB","F1",43,34,"F",3,4
"L51...178","L5",8,0,15,FALSE,15,"AB","F1",44,1,"M",6,7
"L52...179","L5",7,0,15,FALSE,15,"AB","F1",44,2,"M",5,6
"L53...180","L5",8,0,15,FALSE,15,"AB","F1",44,3,"F",6,7
"L54...181","L5",7,0,15,FALSE,15,"AB","F1",44,4,"F",5,6
"L55...182","L5",8,0,15,FALSE,15,"AB","F1",44,5,"F",6,7
"L56...183","L5",8,0,15,FALSE,15,"AB","F1",44,6,"M",6,7
"L57...184","L5",8,0,15,FALSE,15,"AB","F1",44,7,"F",6,7
"L58...185","L5",7,0,15,FALSE,15,"AB","F1",44,8,"F",5,6
"L59...186","L5",7,0,15,FALSE,15,"AB","F1",44,9,"F",5,6
"L510...187","L5",7,0,15,FALSE,15,"AB","F1",44,10,"F",5,6
"L511...188","L5",8,0,15,FALSE,15,"AB","F1",44,11,"F",6,7
"L512...189","L5",7,0,15,FALSE,15,"AB","F1",44,12,"M",5,6
"L513...190","L5",6,0,15,FALSE,15,"AB","F1",44,13,"M",4,5
"L514...191","L5",7,0,15,FALSE,15,"AB","F1",44,14,"F",5,6
"L515...192","L5",7,0,15,FALSE,15,"AB","F1",44,15,"F",5,6
"L516...193","L5",7,0,15,FALSE,15,"AB","F1",44,16,"M",5,6
"L517...194","L5",7,0,15,FALSE,15,"AB","F1",44,17,"F",5,6
"L518...195","L5",8,0,15,FALSE,15,"AB","F1",44,18,"F",6,7
"L519...196","L5",7,0,15,FALSE,15,"AB","F1",44,19,"F",5,6
"L520...197","L5",7,0,15,FALSE,15,"AB","F1",44,20,"F",5,6
"L521...198","L5",3,0,15,FALSE,15,"AB","F1",44,21,"M",1,2
"L522...199","L5",8,0,15,FALSE,15,"AB","F1",44,22,"F",6,7
"L523...200","L5",6,0,15,FALSE,15,"AB","F1",44,23,"M",4,5
"L524...201","L5",8,0,15,FALSE,15,"AB","F1",44,24,"F",6,7
"L525...202","L5",7,0,15,FALSE,15,"AB","F1",44,25,"M",5,6
"L526...203","L5",7,0,15,FALSE,15,"AB","F1",44,26,"M",5,6
"L527...204","L5",8,0,15,FALSE,15,"AB","F1",44,27,"F",6,7
"L528...205","L5",7,0,15,FALSE,15,"AB","F1",44,28,"F",5,6
"L529...206","L5",8,0,15,FALSE,15,"AB","F1",44,29,"F",6,7
"L530...207","L5",6,0,15,FALSE,15,"AB","F1",44,30,"M",4,5
"L531...208","L5",7,0,15,FALSE,15,"AB","F1",44,31,"M",5,6
"L532...209","L5",7,0,15,FALSE,15,"AB","F1",44,32,"F",5,6
"L533...210","L5",7,0,15,FALSE,15,"AB","F1",44,33,"F",5,6
"L534...211","L5",8,0,15,FALSE,15,"AB","F1",44,34,"F",6,7
"L61...212","L6",12,0,15,FALSE,15,"AB","F1",45,1,"M",10,11
"L62...213","L6",12,0,15,FALSE,15,"AB","F1",45,2,"M",10,11
"L63...214","L6",12,0,15,FALSE,15,"AB","F1",45,3,"F",10,11
"L64...215","L6",14,0,15,FALSE,15,"AB","F1",45,4,"F",12,13
"L65...216","L6",13,0,15,FALSE,15,"AB","F1",45,5,"F",11,12
"L66...217","L6",11,0,15,FALSE,15,"AB","F1",45,6,"M",9,10
"L67...218","L6",14,0,15,FALSE,15,"AB","F1",45,7,"F",12,13
"L68...219","L6",13,0,15,FALSE,15,"AB","F1",45,8,"F",11,12
"L69...220","L6",14,0,15,FALSE,15,"AB","F1",45,9,"F",12,13
"L610...221","L6",16,0,15,FALSE,15,"AB","F1",45,10,"F",14,15
"L611...222","L6",15,0,15,FALSE,15,"AB","F1",45,11,"F",13,14
"L612...223","L6",12,0,15,FALSE,15,"AB","F1",45,12,"M",10,11
"L613...224","L6",12,0,15,FALSE,15,"AB","F1",45,13,"M",10,11
"L614...225","L6",14,0,15,FALSE,15,"AB","F1",45,14,"F",12,13
"L615...226","L6",13,0,15,FALSE,15,"AB","F1",45,15,"F",11,12
"L616...227","L6",12,0,15,FALSE,15,"AB","F1",45,16,"M",10,11
"L617...228","L6",14,0,15,FALSE,15,"AB","F1",45,17,"F",12,13
"L618...229","L6",11,0,15,FALSE,15,"AB","F1",45,18,"F",9,10
"L619...230","L6",13,0,15,FALSE,15,"AB","F1",45,19,"F",11,12
"L620...231","L6",13,0,15,FALSE,15,"AB","F1",45,20,"F",11,12
"L621...232","L6",12,0,15,FALSE,15,"AB","F1",45,21,"M",10,11
"L622...233","L6",13,0,15,FALSE,15,"AB","F1",45,22,"F",11,12
"L623...234","L6",11,0,15,FALSE,15,"AB","F1",45,23,"M",9,10
"L624...235","L6",16,0,15,FALSE,15,"AB","F1",45,24,"F",14,15
"L625...236","L6",12,0,15,FALSE,15,"AB","F1",45,25,"M",10,11
"L626...237","L6",13,0,15,FALSE,15,"AB","F1",45,26,"M",11,12
"L627...238","L6",15,0,15,FALSE,15,"AB","F1",45,27,"F",13,14
"L628...239","L6",14,0,15,FALSE,15,"AB","F1",45,28,"F",12,13
"L629...240","L6",15,0,15,FALSE,15,"AB","F1",45,29,"F",13,14
"L630...241","L6",12,0,15,FALSE,15,"AB","F1",45,30,"M",10,11
"L631...242","L6",11,0,15,FALSE,15,"AB","F1",45,31,"M",9,10
"L632...243","L6",14,0,15,FALSE,15,"AB","F1",45,32,"F",12,13
"L633...244","L6",14,0,15,FALSE,15,"AB","F1",45,33,"F",12,13
"L634...245","L6",13,0,15,FALSE,15,"AB","F1",45,34,"F",11,12
"L21...246","L2",10,0,20,FALSE,20,"AB","F1",46,1,"F",9,10
"L22...247","L2",7,0,20,FALSE,20,"AB","F1",46,2,"F",6,7
"L23...248","L2",7,0,20,FALSE,20,"AB","F1",46,3,"F",6,7
"L24...249","L2",6,0,20,FALSE,20,"AB","F1",46,4,"M",5,6
"L25...250","L2",7,0,20,FALSE,20,"AB","F1",46,5,"F",6,7
"L26...251","L2",7,0,20,FALSE,20,"AB","F1",46,6,"M",6,7
"L27...252","L2",7,0,20,FALSE,20,"AB","F1",46,7,"M",6,7
"L28...253","L2",14,0,20,FALSE,20,"AB","F1",46,8,"M",13,14
"L29...254","L2",6,0,20,FALSE,20,"AB","F1",46,9,"F",5,6
"L31...255","L3",6,0,20,FALSE,20,"AB","F1",47,1,"F",4,5
"L32...256","L3",6,0,20,FALSE,20,"AB","F1",47,2,"F",4,5
"L33...257","L3",7,0,20,FALSE,20,"AB","F1",47,3,"F",5,6
"L34...258","L3",6,0,20,FALSE,20,"AB","F1",47,4,"M",4,5
"L35...259","L3",7,0,20,FALSE,20,"AB","F1",47,5,"F",5,6
"L36...260","L3",5,0,20,FALSE,20,"AB","F1",47,6,"M",3,4
"L37...261","L3",6,0,20,FALSE,20,"AB","F1",47,7,"M",4,5
"L38...262","L3",22,0,20,FALSE,20,"AB","F1",47,8,"M",20,21
"L39...263","L3",5,0,20,FALSE,20,"AB","F1",47,9,"F",3,4
"L41...264","L4",5,0,20,FALSE,20,"AB","F1",48,1,"F",3,4
"L42...265","L4",5,0,20,FALSE,20,"AB","F1",48,2,"F",3,4
"L43...266","L4",6,0,20,FALSE,20,"AB","F1",48,3,"F",4,5
"L44...267","L4",5,0,20,FALSE,20,"AB","F1",48,4,"M",3,4
"L45...268","L4",6,0,20,FALSE,20,"AB","F1",48,5,"F",4,5
"L46...269","L4",8,0,20,FALSE,20,"AB","F1",48,6,"M",6,7
"L47...270","L4",4,0,20,FALSE,20,"AB","F1",48,7,"M",2,3
"L48...271","L4",6,0,20,FALSE,20,"AB","F1",48,8,"M",4,5
"L49...272","L4",5,0,20,FALSE,20,"AB","F1",48,9,"F",3,4
"L51...273","L5",6,0,20,FALSE,20,"AB","F1",49,1,"F",4,5
"L52...274","L5",6,0,20,FALSE,20,"AB","F1",49,2,"F",4,5
"L53...275","L5",6,0,20,FALSE,20,"AB","F1",49,3,"F",4,5
"L54...276","L5",6,0,20,FALSE,20,"AB","F1",49,4,"M",4,5
"L55...277","L5",6,0,20,FALSE,20,"AB","F1",49,5,"F",4,5
"L56...278","L5",10,0,20,FALSE,20,"AB","F1",49,6,"M",8,9
"L57...279","L5",6,0,20,FALSE,20,"AB","F1",49,7,"M",4,5
"L58...280","L5",6,0,20,FALSE,20,"AB","F1",49,8,"M",4,5
"L59...281","L5",7,0,20,FALSE,20,"AB","F1",49,9,"F",5,6
"L61...282","L6",10,0,20,FALSE,20,"AB","F1",50,1,"F",8,9
"L62...283","L6",11,0,20,FALSE,20,"AB","F1",50,2,"F",9,10
"L63...284","L6",11,0,20,FALSE,20,"AB","F1",50,3,"F",9,10
"L64...285","L6",8,0,20,FALSE,20,"AB","F1",50,4,"M",6,7
"L65...286","L6",11,0,20,FALSE,20,"AB","F1",50,5,"F",9,10
"L66...287","L6",9,0,20,FALSE,20,"AB","F1",50,6,"M",7,8
"L67...288","L6",8,0,20,FALSE,20,"AB","F1",50,7,"M",6,7
"L68...289","L6",10,0,20,FALSE,20,"AB","F1",50,8,"M",8,9
"L69...290","L6",10,0,20,FALSE,20,"AB","F1",50,9,"F",8,9
"L21...291","L2",3,0,25,FALSE,25,"AB","F1",51,1,"F",2,3
"L22...292","L2",4,0,25,FALSE,25,"AB","F1",51,2,"F",3,4
"L23...293","L2",4,0,25,FALSE,25,"AB","F1",51,3,"F",3,4
"L24...294","L2",3,0,25,FALSE,25,"AB","F1",51,4,"M",2,3
"L25...295","L2",4,0,25,FALSE,25,"AB","F1",51,5,"F",3,4
"L26...296","L2",4,0,25,FALSE,25,"AB","F1",51,6,"M",3,4
"L27...297","L2",4,0,25,FALSE,25,"AB","F1",51,7,"F",3,4
"L28...298","L2",4,0,25,FALSE,25,"AB","F1",51,8,"F",3,4
"L29...299","L2",8,0,25,FALSE,25,"AB","F1",51,9,"M",7,8
"L210...300","L2",3,0,25,FALSE,25,"AB","F1",51,10,"M",2,3
"L211...301","L2",5,0,25,FALSE,25,"AB","F1",51,11,"F",4,5
"L212...302","L2",6,0,25,FALSE,25,"AB","F1",51,12,"F",5,6
"L213...303","L2",4,0,25,FALSE,25,"AB","F1",51,13,"M",3,4
"L214...304","L2",5,0,25,FALSE,25,"AB","F1",51,14,"M",4,5
